zdid,zdmc,station_code,station_telecode,station_shortname
3424,绿化,42656,LWJ,绿
3425,桥西,42680,QXJ,桥
3426,狼尾山,42692,LRJ,狼
3427,镜铁山,42701,JVJ,镜
3428,精河南,43100,JIR,精
3429,尼勒克,43110,NIR,尼
3430,布列开,43112,BLR,布
3431,伊宁东,43114,YNR,伊
3432,伊宁,43116,YMR,伊
3433,霍尔果斯,43120,HFR,霍
3434,疏勒,43130,SUR,疏
3435,阿克陶,43133,AER,阿
3436,英吉沙,43136,YIR,英
3437,莎车,43148,SCR,莎
3438,泽普,43151,ZPR,泽
3439,叶城,43154,YER,叶
3440,皮山,43160,PSR,皮
3441,墨玉,43169,MUR,墨
3442,和田,43172,VTR,和
3443,五五,43327,WVR,五
3444,克拉玛依,43337,KHR,克
3445,玛纳斯湖,43350,MNR,玛
3446,和什托洛盖,43360,VSR,和
3447,福海,43375,FHR,福
3448,北屯市,43378,BXR,北
3449,饮马峡西,44347,YXO,饮
3450,饮马峡北,44348,YBO,饮
3451,泉吉河,44349,QHO,泉
3452,特门,44350,TBO,特
3453,小柴旦,44351,XCO,小
3454,东山,44352,DOO,东
3455,大头羊,44353,DYO,大
3456,大柴旦,44354,DDO,大
3457,五个圈,44355,WJO,五
3458,绿梁山,44356,LLO,绿
3459,鱼卡,44357,YKO,鱼
3460,苦水沟,44358,KHO,苦
3461,红柳,44359,HLO,红
3462,青龙沟,44361,QGO,青
3463,马海,44363,MHO,马
3464,太公,45243,TGE,太
3465,苍溪,45245,CXE,苍
3466,阆中,45247,LZE,阆
3467,南部,45249,NBE,南
3468,龙桂,45251,LGE,龙
3469,南充北,45253,NCE,南
3470,南充南,45255,NNE,南
3471,武胜,45257,WSE,武
3472,渭沱,45259,WTE,渭
3473,巴中东,46101,BDE,巴
3474,曾口,46103,ZKE,曾
3475,平昌,46107,PCE,平
3476,石桥,46111,SQE,石
3477,石梯,46113,STE,石
3478,白蜡坪,46117,BLE,白
3479,南充西,46340,NXE,南
3480,简阳南,46544,JOW,简
3481,资阳北,46545,FYW,资
3482,资中北,46546,WZW,资
3483,内江北,46547,NKW,内
3484,隆昌北,46548,NWW,隆
3485,荣昌北,46549,RQW,荣
3486,大足南,46550,FQW,大
3487,永川东,46551,WMW,永
3488,璧山,46552,FZW,璧
3489,半边山所,46553,PQW,半
3490,芭蕉沟所,46568,WTW,芭
3491,歌乐山,46569,WVW,歌
3492,广通北,48101,GPM,广
3493,禄丰南,48104,LQM,禄
3494,双湄村,48107,SRM,双
3495,大苴,48284,DIM,大
3496,大理北,48395,DYM,大
3497,挖色,48399,WEM,挖
3498,上关,48401,SGM,上
3499,鹤庆,48411,HQM,鹤
3500,丽江,48417,LHM,丽
3501,唐房村,48521,TFM,唐
3502,浸长村,48524,QCM,浸
3503,小海口,48527,XOM,小
3504,白塔村,48530,BTM,白
3505,中滩,48533,HOM,中
3506,中谊村,48536,ZIM,中
3507,玉溪南,48567,YRM,玉
3508,甸苴坝,48570,DVM,甸
3509,通海,48573,TAM,通
3510,柿花树,48576,SKM,柿
3511,曲江,48579,QIM,曲
3512,李浩寨,48582,LMM,李
3513,建水北,48585,JBM,建
3514,燕子洞,48588,YPM,燕
3515,蒙自北,48591,MBM,蒙
3516,长桥海,48594,CQM,长
3517,朗敞寨,48597,SUM,朗
3518,新现,48600,XVM,新
3519,屏边,48603,PBM,屏
3520,莲花滩,48606,LTM,莲
3521,瑶山,48609,ASM,瑶
3522,马度白,48612,MDM,马
3523,河口北,48615,HBM,河
3524,南宁西,48701,NXZ,南
3525,隆安东,48704,IDZ,隆
3526,田东北,48710,TBZ,田
3527,新坪田,49537,XPM,新
3528,瓦窑田,49540,WIM,瓦
3529,小雨谷,49546,XHM,小
3530,威箐,49555,WAM,威
3531,鲁番,49564,LVM,鲁
3532,上西铺,49567,SXM,上
3533,德保,49583,RBZ,德
3534,靖西,49589,JMZ,靖
3535,楚雄,50013,COM,楚
3536,大理,50014,DKM,大
3537,祥云,50015,EXM,祥
3538,赤木岭,50016,CML,赤
3539,南华,50018,NHS,南
3540,沙桥,50019,SQM,沙
3541,姚安,50020,YAC,姚
3542,长冲,50021,CCM,长
3543,沐滂,50022,MPQ,沐
3544,弥渡,50024,MDF,弥
3545,大理东,50025,DLF,大
3546,林歹南,50117,YTW,林
3547,织金北,50130,ZJE,织
3548,纳雍,50136,NYE,纳
3549,纳雍西,50138,NWE,纳
3550,白沙坡,50198,BPM,白
3551,平河口,50201,PHM,平
3552,白水镇,50204,BUM,白
3553,车转湾,50210,CWM,车
3554,羊尾哨,50213,YWM,羊
3555,富源,50216,FYM,富
3556,平关,50219,PGM,平
3557,喜鹊乐,50294,ELM,喜
3558,王家营,50375,WJM,王
3559,昆明北,50429,KBM,昆
3560,黑土凹,50450,HTM,黑
3561,牛街庄,50453,NJM,牛
3562,小喜村,50456,XCM,小
3563,广卫村,50459,GWM,广
3564,跑马山,50462,PMM,跑
3565,呈贡,50465,CGM,呈
3566,草坝,50612,CBM,草
3567,蒙自,50792,MZM,蒙
3568,鸡街,50834,JJM,鸡
3569,建水,50861,JSM,建
3570,荣山村所,51401,WUQ,荣
3571,西秀镇所,51403,WQQ,西
3572,亚龙湾,51420,TWQ,亚
3573,陵水,51423,LIQ,陵
3574,神州,51426,SRQ,神
3575,万宁,51429,WNQ,万
3576,博鳌,51435,BWQ,博
3577,琼海,51438,QYQ,琼
3578,文昌,51441,WEQ,文
3579,美兰,51444,MHQ,美
3580,海口东,51447,HMQ,海
3581,海口,51459,VUQ,海
3582,东方,51475,UFQ,东
3583,崖州,51480,YUQ,崖
3584,三亚,51481,SEQ,三
3585,三亚,51490,JUQ,三
3586,海口东,51492,KEQ,海
3587,老城镇,51660,ACQ,老
3588,福山镇,51662,FZQ,福
3589,临高南,51664,KGQ,临
3590,银滩,51666,CTQ,银
3591,白马井,51668,BFQ,白
3592,海头,51670,FTQ,海
3593,棋子湾,51672,QZQ,棋
3594,金月湾,51674,PYQ,金
3595,尖峰,51676,PFQ,尖
3596,黄流,51678,KLQ,黄
3597,乐东,51680,UQQ,乐
3598,凤凰机场,51682,FJQ,凤
3599,石脑,52631,SVD,石
3600,沙海,52634,SED,沙
3601,南洼,52637,NWD,南
3602,天义,52640,TND,安
3603,二龙,52643,RLD,二
3604,汐子,52649,XZD,汐
3605,乃林,52652,NLD,乃
3606,平庄南,52655,PND,平
3607,平庄,52658,PZD,平
3608,热水,52664,RSD,热
3609,元宝山,52667,YUD,元
3610,马林,52670,MID,马
3611,东沟门,52694,DGD,东
3612,东营子,52697,DYD,东
3613,刀尔登,52706,DRD,刀
3614,杨杖子,52709,YZD,杨
3615,北磴,52712,BBD,北
3616,任家店,52718,RJD,任
3617,田家沟,52721,TQD,田
3618,金杖子,52724,JYD,金
3619,宣家沟,52745,XUD,宣
3620,南汤,52754,NGD,南
3621,建北,52757,JUD,建
3622,建昌,52760,JFD,建
3623,西南杖子,52763,XGD,西
3624,钟杖子,52766,ZZD,钟
3625,玉溪,52767,YXM,玉
3626,昆阳,52768,KAM,昆
3627,南桥,52769,NQD,南
3628,杨家店,52772,YJD,杨
3629,杨树湾,52775,YCD,杨
3630,四家子,52778,SXD,四
3631,鸽子洞,52784,GID,鸽
3632,大徐屯,52790,DWD,大
3633,串子沟,52793,CZD,串
3634,刘屯,52796,LKD,刘
3635,郭家屯,52799,GJD,郭
3636,孔家沟,52811,IJD,孔
3637,柳树屯,52814,LSD,柳
3638,营北,52835,YGD,营
3639,清河门,53027,QHD,清
3640,阜新,53042,FXD,阜
3641,阿金,53066,AJD,阿
3642,新邱,53069,XQD,新
3643,大巴,53081,DBD,大
3644,罗家,53108,LUD,罗
3645,小东,53126,XOD,小
3646,大成,53165,DCT,大
3647,大青沟,53370,DSD,大
3648,三家子,53373,OID,三
3649,库伦,53376,KLD,库
3650,杨家粉坊,54119,YFT,杨
3651,革镇堡,54248,GZT,革
3652,夏家河,54251,XHT,夏
3653,叉车厂,54255,CIT,叉
3654,营城子,54257,YCT,营
